key,source,target
ST_99p_Variations/GenericPlanner_ID_99p_hack_update_1_1_All_3,"C’mon, c’mon, c’mon!","Вперед, вперед!"
ST_99p_Variations/GenericHeister_ID_99p_bitch_killed_3_All_1,DONE!,ГОТОВО!
ST_99p_Variations/GenericHeister_ID_99p_door_trap_1_All_1,Damn it! Fucking door traps!,Проклятье! Гребаные ловушки!
ST_99p_Variations/GenericHeister_ID_99p_blow_warning_4_All_1,Damn the bridge is rigged too…),"Проклятье, мост тоже заминирован..."
ST_99p_Variations/GenericPlanner_ID_99p_upload_25_1_All_4,Damn this taking forever!,"Черт, это займет целую вечность!"
ST_99p_Variations/GenericHeister_ID_99p_molotov_1_All_2,Danger above. Get out.,Угроза сверху. Отходим.
ST_99p_Variations/GenericHeister_ID_99p_rubble_move_2_All_1,Deadlifts – go team!,"Тяни-толкай — вперед, ребята!"
ST_99p_Variations/GenericHeister_ID_99p_almost_there_2_All_1,Death around the corner,AСпецназ за углом.
ST_99p_Variations/GenericPlanner_ID_99p_diner_1_All_1,Diner building is also a possibility.,"Возможно, в столовой."
ST_99p_Variations/GenericPlanner_ID_99p_motel_control_terminal_1_All_4,Do it now! Get the malware on there!,Давайте! Загружайте туда вирус!
ST_99p_Variations/GenericHeister_ID_99p_pass_blocked_13_All_1,Do it! Hurry,Ну же! Быстрее!
ST_99p_Variations/GenericHeister_ID_99p_zip_up_1_All_1,Done – zipline is up.,Готово — трос проложен.
ST_99p_Variations/GenericHeister_ID_99p_cross_crane_1_All_1,Done! Im across…,Готово! Я на другом берегу...
ST_99p_Variations/GenericHeister_ID_99p_99kills_1_All_1,Done! We cut them down good.,Готово! Мы навсегда с ними разделались.
ST_99p_Variations/GenericPlanner_ID_99p_helicopter_warning_1_All_3,Don’t get on! She’s-,Нельзя этого делать! Она…
ST_99p_Variations/GenericPlanner_ID_99p_reminder_staircase_1_All_4,"Don’t leave Touchdowns guys hanging, time to move!","Не заставляйте пацанов Тачдауна ждать, пора двигаться!"
ST_99p_Variations/GenericPlanner_ID_99p_defend_upload_1_All_2,Don’t let them stop that data transfer!,Не дайте им помешать установке!
ST_99p_Variations/GenericPlanner_ID_99p_rescue_inbound_1_All_1,Don’t worry I got rescue coming for you!,"Не волнуйтесь, подмога уже в пути!"
ST_99p_Variations/GenericPlanner_ID_99p_blackscreen_servo_3_All_2,"Easier said then done but fuck it, let’s go!","Проще сказать, чем сделать. Ну и хер с ним, погнали!"
ST_99p_Variations/GenericHeister_ID_99p_end_game_1_All_1,End game man.. Slick,Игре конец... вертушка
ST_99p_Variations/GenericPlanner_ID_99p_extraction_sent_1_All_3,"Evac's on its way. Get your shit together, we’re moving on her factory next.","Скоро вас эвакуируют. Собирайтесь, мы выдвигаемся к ее заводу."
ST_99p_Variations/GenericPlanner_ID_99p_remind_elevator_1_All_1,Everyone inside.,Все внутри.
ST_99p_Variations/GenericPlanner_ID_99p_runner_nokill_1_All_1,FUCK!,ДРЯНЬ!
ST_99p_Variations/GenericHeister_ID_99p_open_gate_1_All_1,Fcking doors!! (they open too slow),Гребаные двери!
ST_99p_Variations/GenericHeister_ID_99p_bitch_remind_2_All_1,Fcking helicopter… I don’t like it!,Гребаный вертолет... Он мне не нравится!
ST_99p_Variations/GenericPlanner_ID_99p_next_park_1_All_1,Fight your way out there. Few guys hiding in that park.,Пробивайтесь с боем оттуда. Некоторые прячутся в парке.
ST_99p_Variations/GenericPlanner_ID_99p_c4_under_2_All_1,"Finally, you got it! Blow that gate open","Наконец-то, нашли! Взрывайте ворота!"
ST_99p_Variations/GenericPlanner_ID_99p_bitch_plan_3_All_1,Find a way to get over that bridge!,Найдите способ пробраться по мосту!
ST_99p_Variations/GenericPlanner_ID_99p_construction_site_2_All_3,Find the elevator and get in. It’ll get you there.,Найдите лифт. Я подниму вас наверх.
ST_99p_Variations/GenericPlanner_ID_99p_generators_terminal1_1_All_2,Find the generators powering the terminal and speed up the upload!,"Найдите генераторы, питающие терминал, и ускорьте загрузку!"
ST_99p_Variations/StoryCharacter3D_ID_99p_cagnali_monologue_6_All_1,"First I will secure Rockay, then city by city, state by state; I will make the world a safer place.","Сначала я обеспечу безопасность Рокая, затем остальных городов, штатов… Я сделаю этот мир безопасным."
ST_99p_Variations/GenericPlanner_ID_99p_confirm_terminal1_1_All_1,First terminal is infected! On to the next!,"Первый терминал заражен, идем к следующему!"
ST_99p_Variations/GenericHeister_ID_99p_red_flares_1_All_1,Flares! They have seen us!,Вспышки! Они нас заметили!
ST_99p_Variations/GenericPlanner_ID_99p_generators_terminal1_1_All_3,"Follow the cables! Should be some generators running this thing. More generators, means more power, means faster you’re out of there!","Следуйте за кабелями! Здесь должно быть несколько генераторов. Больше генераторов — больше энергии, а значит, можно будет быстрее свалить оттуда!"
ST_99p_Variations/GenericHeister_ID_99p_c4_under_see_1_All_1,Fuck me! This baby is stuffed with c4! This is way too much!,Ни хрена себе! Да тут всё нашпиговано взрывчаткой! Ее более чем достаточно!
ST_99p_Variations/GenericPlanner_ID_99p_second_upload_complete_2_All_1,Fuck me… Cagnali’s got some big plans for Rockay. I’m sure the Sheriff would be interested to see this.,Черт возьми… Да у Канали большие планы на Рокай. Шерифу будет интересно посмотреть на все это.
ST_99p_Variations/GenericBoss_ID_99p_dream_still_carried_1_All_1,Fuck off!,Отвали!
ST_99p_Variations/StoryCharacter3D_ID_99p_td_fck_scudos_1_All_1,Fuck those Scudos! Buncha fucking pansy-ass bitches.,К черту этих скудо! Трусливые паскуды.
ST_99p_Variations/GenericPlanner_ID_99p_alley_ambush_survived_1_All_1,Fuck those guys! Finish the mission!,В задницу этих ублюдков! Доведите миссию до конца!
ST_99p_Variations/GenericPlanner_ID_99p_confirm_terminal1_1_All_3,Fuck ya! Files are coming up on my screen now.,Да! Файлы теперь у меня прямо на экране.
ST_99p_Variations/GenericPlanner_ID_99p_alley_ambush_1_All_1,Fuck! They we’re ready for you! Kill these assholes and push on!,Черт! Они вас ждали! Убейте ублюдков и идите дальше!
ST_99p_Variations/GenericHeister_ID_99p_ied_explo_1_All_1,Fuck!!,Твою мать!!
ST_99p_Variations/GenericHeister_ID_99p_bitch_ladder_2_All_1,"Fuck, fuck, you stay right here bitch!","Чёрт, чёрт, стоять, сука!"
ST_99p_Variations/GenericHeister_ID_99p_sudden_explo_1_All_1,Fuuuuck!,Дерьмо-о-о!
ST_99p_Variations/GenericHeister_ID_99p_gas_floor_2_All_1,Gas!! Gas!!,Газ! Газ!
ST_99p_Variations/GenericHeister_ID_99p_C4_on_gate_1_All_1,Gate is loaded! Heads down!,Взрывчатка установлена! Ложись!
ST_99p_Variations/GenericPlanner_ID_99p_confirm_upload_1_All_3,Get back on the terminal and confirm it!,Вернитесь к терминалу и подтвердите!
ST_99p_Variations/GenericPlanner_ID_99p_door_rubble_2_All_1,Get down there all of you,Тогда все туда!
ST_99p_Variations/GenericPlanner_ID_99p_sad_1_All_1,Get down there and take em out! No one leaves!,Спускайтесь и всех завалите! Никого не выпускать!
ST_99p_Variations/GenericHeister_ID_99p_ied_trap_2_All_1,Get down!,На землю!
ST_99p_Variations/GenericPlanner_ID_99p_bitch_fly_1_All_1,Get her! Shoot!,Достаньте ее! Стреляйте!
ST_99p_Variations/GenericPlanner_ID_99p_appr_apartments_1_All_3,Get in and get on the terminal! Kill anyone in your way!,"Заходите и ищите терминал! Убейте всех, кто попадется!"
ST_99p_Variations/GenericHeister_ID_99p_enter_lift_2_All_1,"Get in, Get in!","Заходи, заходи!"
ST_99p_Variations/GenericPlanner_ID_99p_blackscreen_servo_2_All_2,"Get into the buldings, kill all her hired guns and upload the malware. Got all that? Touchdown and his guys will give you some time to get it done.","Проникнуть в здание, убить всех ее наемников и загрузить вирус. Справитесь? Тачдаун и его ребятки выиграют вам немного времени."
ST_99p_Variations/GenericPlanner_ID_99p_second_upload_1_All_1,Get on the second terminal!,Доберитесь до второго терминала!
ST_99p_Variations/GenericPlanner_ID_99p_confirm_upload_1_All_1,Get on the terminal and confirm it!,Подойдите к терминалу и подтвердите!
